Mã đề,Tên đề,Câu số,Phần thi,Câu trong phần,Chuyên đề,Mức độ,Dạng câu,Đề bài,Phương án,Đáp án,Điểm,Thời gian mục tiêu (giây),Lời giải
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,59,Văn,9,Suy luận ngôn ngữ & liên kết ý,2,Trắc nghiệm,"Từ nối nào phù hợp: ""Bạn ấy đã ôn rất kỹ. ______, kết quả vẫn chưa như mong đợi.""",A. Tuy nhiên | B. Vì vậy | C. Ngoài ra | D. Chẳng hạn,A,1,60,"Hai vế mang ý trái ngược nhau (ôn kỹ nhưng kết quả không tốt) nên cần từ nối chỉ sự tương phản. ""Vì vậy"" chỉ kết quả thuận chiều, không phù hợp."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,60,Văn,10,Đọc hiểu văn bản,2,Trắc nghiệm,Ý chính của đoạn trích là gì?,A. Khối lượng chữ ta đọc mỗi ngày tăng lên nhưng chiều sâu của việc đọc lại giảm đi. | B. Màn hình điện tử là nguyên nhân khiến con người không còn đọc sách. | C. Sách giấy có giá trị cao hơn hẳn so với mọi loại văn bản trên mạng. | D. Người trẻ ngày nay lười đọc hơn các thế hệ trước.,A,1,60,"Đoạn mở đầu nêu nghịch lý ""đọc nhiều hơn nhưng hời hợt hơn"", các đoạn sau triển khai chính nghịch lý đó. Đây là ý bao trùm cả ba đoạn."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,61,Văn,11,Đọc hiểu văn bản,2,Trắc nghiệm,"Nhan đề ""Bức tường xanh của vùng cửa sông"" chỉ đối tượng nào?",A. Rừng ngập mặn | B. Hệ thống đê bê tông | C. Các đầm nuôi tôm | D. Lớp bùn đáy giàu các-bon,A,1,60,"""Bức tường"" là hình ảnh ẩn dụ cho chức năng chắn sóng, ""xanh"" chỉ cây cối — cả cụm chỉ rừng ngập mặn, đối tượng xuyên suốt văn bản."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,62,Văn,12,Đọc hiểu văn bản,2,Trắc nghiệm,Ý chính của đoạn trích là gì?,"A. Đô thị hóa là tất yếu, nhưng cần ghi lại những gì bị xóa đi để giữ ký ức chung. | B. Cần dừng việc mở rộng đô thị để bảo tồn cảnh quan cũ. | C. Thành phố hiện đại hơn hẳn thành phố cũ về mọi mặt. | D. Người già thường hoài niệm và khó chấp nhận cái mới.",A,1,60,"Tác giả thừa nhận ""không ai phản đối được logic ấy"" của đô thị hóa, nhưng đoạn cuối chốt lại vấn đề là ""mỗi lần xóa đi một thứ, chúng ta có kịp ghi lại nó ở đâu đó hay không"". Đó là ý bao trùm cả bài."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,63,Văn,13,Biện pháp tu từ & phong cách,2,Trắc nghiệm,"Câu ""Ông trời nổi giận, sấm chớp đùng đùng."" sử dụng biện pháp nào?",A. Nhân hóa | B. Ẩn dụ | C. Nói quá | D. Điệp ngữ,A,1,60,"Gán trạng thái cảm xúc của con người (""nổi giận"") cho hiện tượng tự nhiên chính là nhân hóa. Cách này làm thiên nhiên trở nên sống động và gần gũi."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,64,Văn,14,Biện pháp tu từ & phong cách,2,Trắc nghiệm,"Câu ""Học, học nữa, học mãi"" sử dụng biện pháp tu từ nào?",A. Điệp ngữ tăng tiến | B. Liệt kê | C. Đối lập | D. Chơi chữ,A,1,60,"Từ ""học"" lặp lại ba lần với mức độ tăng dần (""nữa"", ""mãi""), vừa nhấn mạnh vừa tạo cảm giác không ngừng nghỉ. Đó là điệp ngữ kết hợp tăng tiến."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,65,Văn,15,Từ vựng & nghĩa của từ,2,Trắc nghiệm,Từ nào dưới đây KHÔNG cùng nhóm nghĩa với các từ còn lại?,A. Bàng hoàng | B. Sững sờ | C. Ngỡ ngàng | D. Hân hoan,D,1,60,"""Bàng hoàng"", ""sững sờ"", ""ngỡ ngàng"" đều chỉ trạng thái choáng váng, bất ngờ. ""Hân hoan"" chỉ niềm vui, thuộc trường nghĩa khác."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,66,Văn,16,Từ vựng & nghĩa của từ,2,Trắc nghiệm,Từ nào KHÔNG cùng trường nghĩa với các từ còn lại?,A. Rực rỡ | B. Chan chứa | C. Lộng lẫy | D. Huy hoàng,B,1,60,"""Rực rỡ"", ""lộng lẫy"", ""huy hoàng"" đều chỉ vẻ đẹp sáng chói, tráng lệ. ""Chan chứa"" chỉ trạng thái đầy tràn của tình cảm, thuộc trường nghĩa khác."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,67,Văn,17,Từ vựng & nghĩa của từ,2,Trắc nghiệm,"Trong các từ sau, từ nào là từ láy?",A. Lấp lánh | B. Bàn ghế | C. Sách vở | D. Quần áo,A,1,60,"""Lấp lánh"" có quan hệ láy âm giữa hai tiếng và một tiếng không có nghĩa độc lập. Ba từ còn lại là từ ghép đẳng lập, mỗi tiếng đều có nghĩa riêng."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,68,Văn,18,Ngữ pháp & lỗi sai trong câu,3,Trắc nghiệm,"Từ nào trong câu ""Cô ấy hát rất hay."" là bổ ngữ chỉ mức độ?",A. rất | B. hát | C. hay | D. cô ấy,A,1,90,"""Rất"" đứng trước tính từ ""hay"" để nêu mức độ, nên là bổ ngữ chỉ mức độ. ""Hát… hay"" là cụm vị ngữ, ""cô ấy"" là chủ ngữ."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,69,Văn,19,Ngữ pháp & lỗi sai trong câu,3,Trắc nghiệm,Câu nào dưới đây dùng dấu câu chưa đúng?,"A. Anh ấy hỏi tôi có đi cùng không? | B. Anh ấy hỏi tôi có đi cùng không. | C. Anh ấy hỏi: ""Cậu có đi cùng không?"" | D. Cậu có đi cùng không?",A,1,90,"Đây là câu tường thuật lại một câu hỏi, không phải câu hỏi trực tiếp, nên phải kết thúc bằng dấu chấm. Dấu chấm hỏi chỉ dùng khi hỏi trực tiếp hoặc khi trích nguyên lời trong ngoặc kép."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,70,Văn,20,Ngữ pháp & lỗi sai trong câu,3,Trắc nghiệm,"Câu ""Với lòng nhiệt tình và trách nhiệm cao, công việc đã được hoàn thành đúng hạn."" mắc lỗi gì?","A. Sai lô-gíc quan hệ giữa trạng ngữ và chủ ngữ. | B. Thiếu vị ngữ. | C. Dùng sai quan hệ từ ""với"". | D. Lặp từ không cần thiết.",A,1,90,"Trạng ngữ ""Với lòng nhiệt tình và trách nhiệm cao"" phải bổ nghĩa cho một chủ thể là người, nhưng chủ ngữ của câu lại là ""công việc"". Sửa: ""Với lòng nhiệt tình và trách nhiệm cao, cả nhóm đã hoàn thành công việc đúng hạn."""
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,71,Văn,21,Ngữ pháp & lỗi sai trong câu,3,Trắc nghiệm,Câu nào sau đây mắc lỗi thiếu vị ngữ?,A. Những cuốn sách mà thầy giáo tặng tôi hồi lớp mười. | B. Những cuốn sách thầy tặng đã theo tôi suốt nhiều năm. | C. Thầy giáo tặng tôi những cuốn sách quý. | D. Tôi vẫn giữ những cuốn sách thầy tặng.,A,1,90,"Câu A chỉ có một cụm danh từ được mở rộng bằng mệnh đề quan hệ, chưa nêu hoạt động hay trạng thái nào của chủ thể. Sửa bằng cách thêm vị ngữ: ""…hồi lớp mười vẫn còn nguyên trên giá."""
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,72,Văn,22,"Tác giả, tác phẩm & giai đoạn văn học",3,Trắc nghiệm,"Câu thơ ""Sóng bắt đầu từ gió / Gió bắt đầu từ đâu?"" trích từ bài thơ nào?","A. ""Sóng"" của Xuân Quỳnh | B. ""Đây thôn Vĩ Dạ"" của Hàn Mặc Tử | C. ""Tràng giang"" của Huy Cận | D. ""Vội vàng"" của Xuân Diệu",A,1,90,"Đây là những câu trong bài ""Sóng"" của Xuân Quỳnh, thể hiện khát vọng truy tìm cội nguồn của tình yêu — một câu hỏi cuối cùng không có lời đáp, và chính điều đó làm nên vẻ đẹp của đoạn thơ."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,73,Văn,23,"Tác giả, tác phẩm & giai đoạn văn học",3,Trắc nghiệm,Tác phẩm nào sau đây KHÔNG thuộc văn học trung đại Việt Nam?,"A. ""Chí Phèo"" | B. ""Truyện Kiều"" | C. ""Bình Ngô đại cáo"" | D. ""Hoàng Lê nhất thống chí""",A,1,90,"""Chí Phèo"" của Nam Cao thuộc văn học hiện đại, giai đoạn 1930 — 1945. Ba tác phẩm còn lại đều thuộc văn học trung đại."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,74,Văn,24,"Tác giả, tác phẩm & giai đoạn văn học",3,Trắc nghiệm,"""Truyện Kiều"" của Nguyễn Du được viết bằng thể thơ nào?",A. Lục bát | B. Song thất lục bát | C. Thất ngôn bát cú | D. Tự do,A,1,90,"""Truyện Kiều"" gồm 3254 câu thơ lục bát — thể thơ dân tộc với cặp câu 6 chữ và 8 chữ nối tiếp nhau."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,75,Văn,25,"Tác giả, tác phẩm & giai đoạn văn học",3,Trắc nghiệm,Nhận định nào đúng về phong cách nghệ thuật của Nguyễn Tuân?,"A. Tài hoa, uyên bác; quan sát và miêu tả sự vật ở phương diện thẩm mĩ, con người ở phương diện tài hoa nghệ sĩ. | B. Giản dị, mộc mạc, gần với lời ăn tiếng nói hằng ngày của người nông dân. | C. Trữ tình chính trị, giàu tính sử thi và cảm hứng lãng mạn cách mạng. | D. Trào phúng sắc sảo, chuyên đả kích xã hội thành thị nửa thực dân nửa phong kiến.",A,1,90,"Nguyễn Tuân nổi tiếng với chất tài hoa, uyên bác và cái nhìn thẩm mĩ, thể hiện rõ trong ""Chữ người tử tù"" và ""Người lái đò Sông Đà""."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,76,Văn,26,"Tác giả, tác phẩm & giai đoạn văn học",3,Trắc nghiệm,"Nhân vật Mị trong ""Vợ chồng A Phủ"" của Tô Hoài sống ở đâu?","A. Hồng Ngài, vùng núi Tây Bắc | B. Một làng quê Bắc Bộ | C. Vùng ven đô Hà Nội | D. Miền Tây Nam Bộ",A,1,90,"Truyện lấy bối cảnh Hồng Ngài, vùng cao Tây Bắc, nơi Mị bị bắt về làm con dâu gạt nợ cho nhà thống lí Pá Tra. Bối cảnh miền núi là yếu tố quan trọng để hiểu tục ""cúng trình ma"" trói buộc Mị."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,77,Văn,27,Suy luận ngôn ngữ & liên kết ý,3,Trắc nghiệm,"Sắp xếp các câu sau thành một đoạn văn mạch lạc: (1) Vì vậy, thói quen ghi chép tay vẫn có chỗ đứng riêng. (2) Nhiều người cho rằng ghi chép bằng máy tính nhanh hơn nên hiệu quả hơn. (3) Tuy nhiên, các nghiên cứu cho thấy người ghi tay buộc phải tóm lược nên nhớ ý lâu hơn. Thứ tự đúng là:",A. (2) — (3) — (1) | B. (1) — (2) — (3) | C. (3) — (2) — (1) | D. (2) — (1) — (3),A,1,90,"Câu (2) nêu quan niệm phổ biến, câu (3) mở đầu bằng ""Tuy nhiên"" nên phải đứng sau để phản bác, câu (1) bắt đầu bằng ""Vì vậy"" nên là kết luận. Các từ nối chính là manh mối quyết định thứ tự."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,78,Văn,28,Suy luận ngôn ngữ & liên kết ý,3,Trắc nghiệm,"Đoạn văn ""Thứ nhất… Thứ hai… Thứ ba…"" sử dụng cách triển khai nào?","A. Song hành, các ý ngang hàng nhau | B. Móc xích | C. Diễn dịch | D. Quy nạp",A,1,90,"Các ý được đánh số và trình bày độc lập, ngang hàng, không ý nào dẫn tới ý nào. Đó là kiểu triển khai song hành."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,79,Văn,29,Suy luận ngôn ngữ & liên kết ý,3,Trắc nghiệm,"Sắp xếp thành đoạn mạch lạc: (1) Chẳng hạn, một giờ tập trung thật sự hơn ba giờ vừa học vừa xem điện thoại. (2) Chất lượng thời gian quan trọng hơn số giờ ngồi bàn. (3) Vì vậy, hãy đo bằng việc đã làm được, đừng đo bằng đồng hồ.",A. (2) — (1) — (3) | B. (1) — (2) — (3) | C. (3) — (2) — (1) | D. (2) — (3) — (1),A,1,90,"Câu (2) nêu luận điểm, câu (1) mở đầu bằng ""Chẳng hạn"" nên phải đứng sau để làm dẫn chứng, câu (3) mở đầu bằng ""Vì vậy"" nên là kết luận. Từ nối quyết định thứ tự, không phải nội dung."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,80,Văn,30,Suy luận ngôn ngữ & liên kết ý,3,Trắc nghiệm,"Câu nào sau đây KHÔNG liên kết được với câu ""Trời đổ mưa rất to.""?","A. Vì vậy, bầu trời trong xanh không một gợn mây. | B. Vì vậy, trận đấu phải hoãn lại. | C. Tuy nhiên, chúng tôi vẫn quyết định lên đường. | D. Ngoài ra, gió cũng thổi mạnh hơn.",A,1,90,Trời mưa to không thể dẫn tới bầu trời trong xanh không gợn mây — hai vế mâu thuẫn nhau về nội dung dù từ nối đúng hình thức. Liên kết cần đúng cả về từ nối lẫn lô-gíc.
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,81,Văn,31,Suy luận ngôn ngữ & liên kết ý,3,Trắc nghiệm,"Trong đoạn ""Đọc sách giúp mở rộng vốn từ. Vốn từ rộng giúp diễn đạt chính xác. Diễn đạt chính xác giúp thuyết phục người nghe."", quan hệ giữa các câu là:","A. Móc xích, ý sau nối tiếp ý trước | B. Song hành, các ý ngang hàng | C. Tương phản | D. Tổng — phân — hợp",A,1,90,"Phần cuối của câu trước trở thành phần đầu của câu sau (""vốn từ"", ""diễn đạt chính xác""), tạo thành chuỗi móc xích dẫn tới kết luận."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,82,Văn,32,Đọc hiểu văn bản,3,Trắc nghiệm,"Theo tác giả, ""đọc chậm"" được hiểu là:","A. Chấp nhận dừng lại, đọc lại và suy ngẫm về những câu văn đáng suy ngẫm. | B. Đọc mỗi ngày một số trang cố định và không đọc quá nhiều. | C. Chỉ đọc sách giấy và tránh xa mọi văn bản trên màn hình. | D. Đọc to thành tiếng để nhớ lâu hơn.",A,1,90,"Tác giả định nghĩa trực tiếp: ""Đọc chậm là chấp nhận rằng có những câu văn đòi hỏi ta dừng lại, đọc đi đọc lại, thậm chí gấp sách để nghĩ."""
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,83,Văn,33,Đọc hiểu văn bản,3,Trắc nghiệm,"Cụm từ ""kẻ tiêu thụ thông tin"" trong đoạn 2 mang sắc thái gì?","A. Phê phán nhẹ, chỉ thái độ thụ động khi tiếp nhận văn bản. | B. Trung tính, chỉ đơn thuần mô tả người đọc hiện đại. | C. Ngợi ca khả năng xử lý lượng thông tin lớn của con người. | D. Hài hước, nhằm gây cười cho người đọc.",A,1,90,"Cụm từ này được đặt trong thế đối lập với ""người đối thoại với tác giả"". Phép đối lập cho thấy ""tiêu thụ"" bị đánh giá thấp hơn, mang sắc thái phê phán sự thụ động."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,84,Văn,34,Đọc hiểu văn bản,3,Trắc nghiệm,Phương thức biểu đạt chính của đoạn trích là:,A. Nghị luận | B. Tự sự | C. Miêu tả | D. Thuyết minh,A,1,90,"Văn bản nêu luận điểm (""đọc nhiều nhưng hời hợt""), giải thích khái niệm và đưa lí lẽ để thuyết phục người đọc — đặc trưng của văn nghị luận."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,85,Văn,35,Đọc hiểu văn bản,3,Trắc nghiệm,"Theo văn bản, vì sao rừng ngập mặn được coi là ""vườn ươm của biển""?","A. Vì tôm, cua, cá con trú ẩn trong các lạch nước nông giữa rễ cây để tránh kẻ săn mồi. | B. Vì người dân trồng cây giống ở đó rồi mang ra biển. | C. Vì đây là nơi có nhiều loài thực vật quý hiếm nhất. | D. Vì rừng ngập mặn tạo ra lượng ô-xy lớn cho nước biển.",A,1,90,Đoạn 3 nêu trực tiếp vai trò trú ẩn và sinh trưởng của thủy sản non giữa hệ rễ.
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,86,Văn,36,Đọc hiểu văn bản,3,Trắc nghiệm,Lập luận ở đoạn 2 thuyết phục người đọc chủ yếu bằng cách nào?,A. So sánh chi phí giữ rừng với chi phí xây và sửa đê cho cùng một mức bảo vệ. | B. Kể lại một trận bão cụ thể mà tác giả từng chứng kiến. | C. Trích dẫn phát biểu của một nhà khoa học có uy tín. | D. Miêu tả vẻ đẹp của rừng đước vào lúc thủy triều lên.,A,1,90,"Đoạn 2 đưa ra một phép so sánh kinh tế trực tiếp giữa hai giải pháp bảo vệ bờ biển — đây là lí lẽ mang tính thực dụng, dễ thuyết phục nhất trong đoạn."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,87,Văn,37,Đọc hiểu văn bản,3,Trắc nghiệm,"Theo tác giả, ""ký ức chung"" tồn tại chủ yếu ở đâu?",A. Trong cách gọi tên và những chỉ dẫn quen thuộc của người dân địa phương. | B. Trong các bảo tàng và tài liệu lưu trữ của thành phố. | C. Trên những tấm biển tên phố mới. | D. Trong các công trình kiến trúc cổ được xếp hạng.,A,1,90,"Tác giả nói thẳng ""Ký ức chung không nằm trong bảo tàng"", rồi dẫn hai ví dụ đều thuộc về lời ăn tiếng nói hằng ngày: cách bà cụ gọi tên phố theo lối cũ và chỉ dẫn ""chỗ có cây gạo ngày xưa""."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,88,Văn,38,Đọc hiểu văn bản,3,Trắc nghiệm,"Câu ""Có người nói tiếc nuối là thứ xa xỉ của kẻ đã no đủ. Cũng có phần đúng."" thể hiện thao tác lập luận nào?",A. Thừa nhận một phần ý kiến trái chiều trước khi phản bác. | B. Bác bỏ hoàn toàn ý kiến của người khác. | C. Chứng minh bằng số liệu thống kê. | D. So sánh hai hiện tượng tương phản.,A,1,90,"Tác giả nêu ý kiến ngược lại, thừa nhận nó ""cũng có phần đúng"", rồi dùng liên từ ""Nhưng"" để đưa ra lập luận của mình. Đây là kỹ thuật nhượng bộ — thừa nhận một phần để lập luận sau đó thuyết phục hơn."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,89,Văn,39,Đọc hiểu văn bản,3,Trắc nghiệm,Tác giả phân biệt hai chuyện nào thường bị gộp làm một?,A. Sự thay đổi của ngôn ngữ và sự nghèo đi của người dùng. | B. Chữ Hán và chữ Quốc ngữ. | C. Tiếng nói và chữ viết. | D. Ngôn ngữ mạng và ngôn ngữ văn học.,A,1,90,"Đoạn 2 nêu rành mạch: ""Chuyện thứ nhất là sự thay đổi của ngôn ngữ… Chuyện thứ hai là sự nghèo đi của người dùng."" Toàn bộ lập luận sau đó dựa trên việc tách hai chuyện này ra."
DM-HSA-01-VL,Đề mẫu HSA365 số 01 — Vật lý,90,Văn,40,Đọc hiểu văn bản,3,Trắc nghiệm,Vì sao tác giả nhắc tới việc các nhà nho từng chê chữ Quốc ngữ?,A. Để cho thấy nỗi lo ngôn ngữ đang hỏng đã lặp lại nhiều lần trong lịch sử. | B. Để chứng minh chữ Hán sâu sắc hơn chữ Quốc ngữ. | C. Để phê phán thái độ bảo thủ của các nhà nho. | D. Để giải thích nguồn gốc của chữ Quốc ngữ.,A,1,90,"Câu mở đầu nêu quy luật ""Mỗi khi một lối viết mới xuất hiện, người ta lại lo tiếng Việt đang hỏng"", rồi dẫn ví dụ lịch sử để cho thấy nỗi lo hiện nay không mới. Đây là cách đặt hiện tượng vào một chuỗi lặp lại để giảm bớt tính bi kịch của nó."
