Mã phiếu,Loại phiếu,Mã loại,Phiếu lời giải,Phiếu hướng dẫn ôn chắc,Tiêu đề,Phần thi,Môn tự chọn,Chuyên đề,Giai đoạn,Cấp độ,Số câu,Thời gian (phút),Ngưỡng hoàn thành,Ngưỡng thành thạo,Điểm KN,Phiếu tiên quyết,Chặng 1,Chặng 1 (số câu),Chặng 2,Chặng 2 (số câu),Chặng 3,Chặng 3 (số câu),Mã câu hỏi,Mục tiêu,Đạt khi
PL-TOA-ARI-L3-011,Phiếu lý thuyết,LT,LG-TOA-ARI-L3-011,HD-TOA-ARI,Phiếu lý thuyết · Số học & tỉ lệ phần trăm · Cấp 3,Toán,,Số học & tỉ lệ phần trăm,2,3,12,20,70%,85%,72,PL-TOA-ARI-L3-010,Chặng 1 — Khái niệm,3,Chặng 2 — Công thức,6,Chặng 3 — Điều kiện & ngoại lệ,3,q.exp.1 | q.sta.1 | q.ari.1 | q.cal.1 | q.exp.2 | q.com.1 | q.com.2 | q.sta.2 | q.ari.2 | q.alg.4 | q.seq.1 | q.geo.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Ghép nhiều bước và tránh các bẫy quen thuộc.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-TOA-ARI-L3-012,Phiếu dạng bài & đọc vị,DB,LG-TOA-ARI-L3-012,HD-TOA-ARI,Phiếu dạng bài & đọc vị · Số học & tỉ lệ phần trăm · Cấp 3,Toán,,Số học & tỉ lệ phần trăm,2,3,12,17,70%,85%,90,PL-TOA-ARI-L3-011,Chặng 1 — Dấu hiệu nhận biết,3,Chặng 2 — Phân loại dạng,6,Chặng 3 — Dạng lai & dễ nhầm,3,q.alg.1 | q.seq.1 | q.geo.1 | q.ari.2 | q.ari.3 | q.alg.2 | q.alg.3 | q.seq.2 | q.geo.2 | q.com.4 | q.sta.2 | q.sta.4,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Ghép nhiều bước và tránh các bẫy quen thuộc.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-TOA-ARI-L3-013,Phiếu thi,PT,LG-TOA-ARI-L3-013,HD-TOA-ARI,Phiếu thi · Số học & tỉ lệ phần trăm · Cấp 3,Toán,,Số học & tỉ lệ phần trăm,2,3,12,13,70%,90%,162,PL-TOA-ARI-L3-012,Chặng 1 — Phần dễ ăn điểm,3,Chặng 2 — Phần lõi,6,Chặng 3 — Phần phân loại,3,q.geo.3 | q.coo.3 | q.cal.2 | q.exp.3 | q.com.3 | q.sta.3 | q.ari.1 | q.alg.1 | q.seq.1 | q.exp.1 | q.sta.1 | q.alg.4,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Ghép nhiều bước và tránh các bẫy quen thuộc.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-TOA-ARI-L4-001,Phiếu lý thuyết,LT,LG-TOA-ARI-L4-001,HD-TOA-ARI,Phiếu lý thuyết · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,17,70%,85%,96,PL-TOA-ARI-L3-013,Chặng 1 — Khái niệm,3,Chặng 2 — Công thức,6,Chặng 3 — Điều kiện & ngoại lệ,3,q.exp.1 | q.sta.1 | q.ari.1 | q.geo.1 | q.coo.1 | q.coo.2 | q.cal.1 | q.exp.2 | q.com.1 | q.seq.2 | q.geo.2 | q.geo.3,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-TOA-ARI-L4-002,Phiếu dạng bài & đọc vị,DB,LG-TOA-ARI-L4-002,HD-TOA-ARI,Phiếu dạng bài & đọc vị · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,15,70%,85%,120,PL-TOA-ARI-L4-001,Chặng 1 — Dấu hiệu nhận biết,3,Chặng 2 — Phân loại dạng,6,Chặng 3 — Dạng lai & dễ nhầm,3,q.alg.1 | q.seq.1 | q.geo.1 | q.com.1 | q.com.2 | q.sta.2 | q.ari.2 | q.ari.3 | q.alg.2 | q.exp.3 | q.com.3 | q.sta.3,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Giữ độ chính xác khi thời gian bắt đầu siết lại.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-TOA-ARI-L4-003,Phiếu kỹ năng & phương pháp,KN,LG-TOA-ARI-L4-003,HD-TOA-ARI,Phiếu kỹ năng & phương pháp · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,13,70%,85%,132,PL-TOA-ARI-L4-002,Chặng 1 — Quy trình chuẩn,3,Chặng 2 — Luyện thành thạo,6,Chặng 3 — Rút gọn thao tác,3,q.cal.1 | q.exp.2 | q.com.1 | q.cal.2 | q.cal.3 | q.exp.3 | q.com.3 | q.sta.3 | q.ari.1 | q.geo.3 | q.coo.3 | q.alg.1,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-TOA-ARI-L4-004,Phiếu luyện nâng cao,NC,LG-TOA-ARI-L4-004,HD-TOA-ARI,Phiếu luyện nâng cao · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,13,70%,88%,168,PL-TOA-ARI-L4-003,Chặng 1 — Khởi động,3,Chặng 2 — Nhiều bước,6,Chặng 3 — Câu phân loại,3,q.cal.3 | q.exp.3 | q.com.3 | q.coo.3 | q.cal.2 | q.sta.3 | q.ari.1 | q.alg.1 | q.seq.1 | q.coo.2 | q.cal.1 | q.exp.2,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-TOA-ARI-L4-005,Phiếu ôn thi,OT,LG-TOA-ARI-L4-005,HD-TOA-ARI,Phiếu ôn thi · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,12,70%,85%,144,PL-TOA-ARI-L4-004,Chặng 1 — Rà kiến thức,3,Chặng 2 — Trộn dạng,6,Chặng 3 — Mô phỏng đề,3,q.ari.3 | q.alg.2 | q.alg.3 | q.geo.1 | q.coo.1 | q.coo.2 | q.cal.1 | q.cal.4 | q.exp.2 | q.com.1 | q.com.2 | q.sta.2,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-TOA-ARI-L4-006,Phiếu lý thuyết,LT,LG-TOA-ARI-L4-006,HD-TOA-ARI,Phiếu lý thuyết · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,17,70%,85%,96,PL-TOA-ARI-L4-005,Chặng 1 — Khái niệm,3,Chặng 2 — Công thức,6,Chặng 3 — Điều kiện & ngoại lệ,3,q.alg.2 | q.alg.3 | q.seq.2 | q.cal.3 | q.exp.1 | q.exp.3 | q.com.3 | q.sta.1 | q.sta.3 | q.sta.2 | q.sta.4 | q.ari.2,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-TOA-ARI-L4-007,Phiếu dạng bài & đọc vị,DB,LG-TOA-ARI-L4-007,HD-TOA-ARI,Phiếu dạng bài & đọc vị · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,15,70%,85%,120,PL-TOA-ARI-L4-006,Chặng 1 — Dấu hiệu nhận biết,3,Chặng 2 — Phân loại dạng,6,Chặng 3 — Dạng lai & dễ nhầm,3,q.geo.2 | q.geo.3 | q.coo.3 | q.com.3 | q.sta.1 | q.sta.3 | q.alg.4 | q.cal.4 | q.com.4 | q.ari.3 | q.alg.2 | q.alg.3,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Giữ độ chính xác khi thời gian bắt đầu siết lại.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-TOA-ARI-L4-008,Phiếu kỹ năng & phương pháp,KN,LG-TOA-ARI-L4-008,HD-TOA-ARI,Phiếu kỹ năng & phương pháp · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,13,70%,85%,132,PL-TOA-ARI-L4-007,Chặng 1 — Quy trình chuẩn,3,Chặng 2 — Luyện thành thạo,6,Chặng 3 — Rút gọn thao tác,3,q.exp.1 | q.exp.3 | q.com.3 | q.com.4 | q.sta.2 | q.sta.4 | q.sta.1 | q.ari.2 | q.ari.3 | q.seq.2 | q.geo.2 | q.geo.3,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-TOA-ARI-L4-009,Phiếu luyện nâng cao,NC,LG-TOA-ARI-L4-009,HD-TOA-ARI,Phiếu luyện nâng cao · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,13,70%,88%,168,PL-TOA-ARI-L4-008,Chặng 1 — Khởi động,3,Chặng 2 — Nhiều bước,6,Chặng 3 — Câu phân loại,3,q.com.2 | q.com.4 | q.sta.2 | q.sta.1 | q.alg.4 | q.cal.4 | q.sta.4 | q.ari.2 | q.ari.3 | q.cal.3 | q.exp.3 | q.com.3,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-TOA-ARI-L4-010,Phiếu ôn thi,OT,LG-TOA-ARI-L4-010,HD-TOA-ARI,Phiếu ôn thi · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,12,70%,85%,144,PL-TOA-ARI-L4-009,Chặng 1 — Rà kiến thức,3,Chặng 2 — Trộn dạng,6,Chặng 3 — Mô phỏng đề,3,q.cal.4 | q.com.4 | q.sta.4 | q.alg.2 | q.alg.3 | q.seq.2 | q.geo.2 | q.geo.3 | q.coo.3 | q.seq.1 | q.geo.1 | q.coo.1,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-TOA-ARI-L4-011,Phiếu lý thuyết,LT,LG-TOA-ARI-L4-011,HD-TOA-ARI,Phiếu lý thuyết · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,17,70%,85%,96,PL-TOA-ARI-L4-010,Chặng 1 — Khái niệm,3,Chặng 2 — Công thức,6,Chặng 3 — Điều kiện & ngoại lệ,3,q.exp.1 | q.sta.1 | q.ari.1 | q.cal.1 | q.exp.2 | q.com.1 | q.com.2 | q.sta.2 | q.ari.2 | q.alg.4 | q.seq.1 | q.geo.1,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Giữ độ chính xác khi thời gian bắt đầu siết lại.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-TOA-ARI-L4-012,Phiếu dạng bài & đọc vị,DB,LG-TOA-ARI-L4-012,HD-TOA-ARI,Phiếu dạng bài & đọc vị · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,15,70%,85%,120,PL-TOA-ARI-L4-011,Chặng 1 — Dấu hiệu nhận biết,3,Chặng 2 — Phân loại dạng,6,Chặng 3 — Dạng lai & dễ nhầm,3,q.alg.1 | q.seq.1 | q.geo.1 | q.ari.2 | q.ari.3 | q.alg.2 | q.alg.3 | q.seq.2 | q.geo.2 | q.com.4 | q.sta.2 | q.sta.4,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Giữ độ chính xác khi thời gian bắt đầu siết lại.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-TOA-ARI-L4-013,Phiếu thi,PT,LG-TOA-ARI-L4-013,HD-TOA-ARI,Phiếu thi · Số học & tỉ lệ phần trăm · Cấp 4,Toán,,Số học & tỉ lệ phần trăm,2,4,12,11,70%,90%,216,PL-TOA-ARI-L4-012,Chặng 1 — Phần dễ ăn điểm,3,Chặng 2 — Phần lõi,6,Chặng 3 — Phần phân loại,3,q.geo.3 | q.coo.3 | q.cal.2 | q.exp.3 | q.com.3 | q.sta.3 | q.ari.1 | q.alg.1 | q.seq.1 | q.exp.1 | q.sta.1 | q.alg.4,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Giữ độ chính xác khi thời gian bắt đầu siết lại.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
PL-TOA-ARI-L5-001,Phiếu lý thuyết,LT,LG-TOA-ARI-L5-001,HD-TOA-ARI,Phiếu lý thuyết · Số học & tỉ lệ phần trăm · Cấp 5,Toán,,Số học & tỉ lệ phần trăm,3,5,14,21,70%,85%,128,PL-TOA-ARI-L4-013,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,3,q.ari.1 | q.alg.1 | q.seq.1 | q.geo.1 | q.alg.2 | q.alg.3 | q.seq.2 | q.geo.2 | q.geo.3 | q.coo.3 | q.cal.2 | q.ari.2 | q.ari.3 | q.cal.3,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Xử lý câu phân loại mà không mất nhịp.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-TOA-ARI-L5-002,Phiếu dạng bài & đọc vị,DB,LG-TOA-ARI-L5-002,HD-TOA-ARI,Phiếu dạng bài & đọc vị · Số học & tỉ lệ phần trăm · Cấp 5,Toán,,Số học & tỉ lệ phần trăm,3,5,14,19,70%,85%,160,PL-TOA-ARI-L5-001,Chặng 1 — Dấu hiệu nhận biết,4,Chặng 2 — Phân loại dạng,7,Chặng 3 — Dạng lai & dễ nhầm,3,q.geo.1 | q.coo.1 | q.coo.2 | q.cal.1 | q.geo.2 | q.geo.3 | q.coo.3 | q.cal.2 | q.cal.3 | q.exp.3 | q.com.3 | q.alg.3 | q.seq.2 | q.sta.3,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Xử lý câu phân loại mà không mất nhịp.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-TOA-ARI-L5-003,Phiếu kỹ năng & phương pháp,KN,LG-TOA-ARI-L5-003,HD-TOA-ARI,Phiếu kỹ năng & phương pháp · Số học & tỉ lệ phần trăm · Cấp 5,Toán,,Số học & tỉ lệ phần trăm,3,5,14,16,70%,85%,176,PL-TOA-ARI-L5-002,Chặng 1 — Quy trình chuẩn,4,Chặng 2 — Luyện thành thạo,7,Chặng 3 — Rút gọn thao tác,3,q.geo.3 | q.coo.3 | q.cal.2 | q.cal.3 | q.seq.2 | q.geo.2 | q.exp.3 | q.com.3 | q.sta.3 | q.ari.1 | q.alg.1 | q.coo.1 | q.coo.2 | q.cal.1,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Xử lý câu phân loại mà không mất nhịp.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-TOA-ARI-L5-004,Phiếu luyện nâng cao,NC,LG-TOA-ARI-L5-004,HD-TOA-ARI,Phiếu luyện nâng cao · Số học & tỉ lệ phần trăm · Cấp 5,Toán,,Số học & tỉ lệ phần trăm,3,5,14,16,70%,88%,224,PL-TOA-ARI-L5-003,Chặng 1 — Khởi động,4,Chặng 2 — Nhiều bước,7,Chặng 3 — Câu phân loại,3,q.geo.2 | q.geo.3 | q.coo.3 | q.cal.2 | q.com.3 | q.sta.3 | q.ari.1 | q.alg.1 | q.seq.1 | q.geo.1 | q.coo.1 | q.exp.2 | q.com.1 | q.com.2,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Xử lý câu phân loại mà không mất nhịp.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-TOA-ARI-L5-005,Phiếu ôn thi,OT,LG-TOA-ARI-L5-005,HD-TOA-ARI,Phiếu ôn thi · Số học & tỉ lệ phần trăm · Cấp 5,Toán,,Số học & tỉ lệ phần trăm,3,5,14,16,70%,85%,192,PL-TOA-ARI-L5-004,Chặng 1 — Rà kiến thức,4,Chặng 2 — Trộn dạng,7,Chặng 3 — Mô phỏng đề,3,q.sta.3 | q.ari.1 | q.alg.1 | q.alg.4 | q.com.3 | q.seq.1 | q.geo.1 | q.coo.1 | q.coo.2 | q.cal.1 | q.exp.2 | q.sta.2 | q.exp.1 | q.sta.1,"Trộn mọi dạng của chuyên đề theo đúng phân bố của đề thật, để kiểm tra phản xạ nhận diện khi không biết trước dạng bài. Xử lý câu phân loại mà không mất nhịp.","Kết quả ở phiếu ôn thi không thấp hơn phiếu kỹ năng — nghĩa là bạn nhận dạng được, không chỉ giải được."
PL-TOA-ARI-L5-006,Phiếu lý thuyết,LT,LG-TOA-ARI-L5-006,HD-TOA-ARI,Phiếu lý thuyết · Số học & tỉ lệ phần trăm · Cấp 5,Toán,,Số học & tỉ lệ phần trăm,3,5,14,21,70%,85%,128,PL-TOA-ARI-L5-005,Chặng 1 — Khái niệm,4,Chặng 2 — Công thức,7,Chặng 3 — Điều kiện & ngoại lệ,3,q.seq.2 | q.geo.2 | q.geo.3 | q.coo.3 | q.cal.4 | q.exp.2 | q.com.1 | q.com.2 | q.com.4 | q.sta.2 | q.sta.4 | q.alg.4 | q.ari.2 | q.ari.3,"Kiểm tra và chốt lại phần nền: định nghĩa, công thức, điều kiện áp dụng. Không phải để làm khó, mà để không còn chỗ hổng nào ở tầng dưới cùng. Xử lý câu phân loại mà không mất nhịp.",Viết lại được công thức và nêu được điều kiện áp dụng mà không cần nhìn tài liệu.
PL-TOA-ARI-L5-007,Phiếu dạng bài & đọc vị,DB,LG-TOA-ARI-L5-007,HD-TOA-ARI,Phiếu dạng bài & đọc vị · Số học & tỉ lệ phần trăm · Cấp 5,Toán,,Số học & tỉ lệ phần trăm,3,5,14,19,70%,85%,160,PL-TOA-ARI-L5-006,Chặng 1 — Dấu hiệu nhận biết,4,Chặng 2 — Phân loại dạng,7,Chặng 3 — Dạng lai & dễ nhầm,3,q.coo.3 | q.cal.2 | q.cal.3 | q.exp.1 | q.com.1 | q.com.2 | q.com.4 | q.sta.2 | q.sta.4 | q.sta.1 | q.ari.2 | q.alg.2 | q.alg.3 | q.seq.2,Rèn phản xạ nhìn đề là biết dạng. Đây là mắt xích bị bỏ qua nhiều nhất: người học biết cách giải nhưng không nhận ra khi nào thì dùng cách nào. Xử lý câu phân loại mà không mất nhịp.,Đọc xong đề trong 10 giây là nói được đây là dạng gì và sẽ đi theo hướng nào.
PL-TOA-ARI-L5-008,Phiếu kỹ năng & phương pháp,KN,LG-TOA-ARI-L5-008,HD-TOA-ARI,Phiếu kỹ năng & phương pháp · Số học & tỉ lệ phần trăm · Cấp 5,Toán,,Số học & tỉ lệ phần trăm,3,5,14,16,70%,85%,176,PL-TOA-ARI-L5-007,Chặng 1 — Quy trình chuẩn,4,Chặng 2 — Luyện thành thạo,7,Chặng 3 — Rút gọn thao tác,3,q.cal.4 | q.exp.2 | q.com.1 | q.com.2 | q.sta.2 | q.exp.1 | q.sta.1 | q.alg.4 | q.com.4 | q.sta.4 | q.ari.2 | q.coo.3 | q.cal.2 | q.cal.3,"Chuẩn hóa quy trình giải: đi đúng thứ tự bước, không bỏ bước, và rút gọn được thao tác thừa. Xử lý câu phân loại mà không mất nhịp.",Làm được trong thời gian mục tiêu mà không phải nghĩ xem bước tiếp theo là gì.
PL-TOA-ARI-L5-009,Phiếu luyện nâng cao,NC,LG-TOA-ARI-L5-009,HD-TOA-ARI,Phiếu luyện nâng cao · Số học & tỉ lệ phần trăm · Cấp 5,Toán,,Số học & tỉ lệ phần trăm,3,5,14,16,70%,88%,224,PL-TOA-ARI-L5-008,Chặng 1 — Khởi động,4,Chặng 2 — Nhiều bước,7,Chặng 3 — Câu phân loại,3,q.exp.2 | q.com.1 | q.com.2 | q.sta.2 | q.alg.4 | q.cal.4 | q.com.4 | q.sta.4 | q.ari.2 | q.ari.3 | q.alg.2 | q.sta.3 | q.ari.1 | q.alg.1,"Xử lý câu nhiều bước, có bẫy và có yếu tố phân loại — nhóm câu quyết định khoảng cách giữa điểm khá và điểm dẫn đầu. Xử lý câu phân loại mà không mất nhịp.","Nhận ra bẫy trước khi mắc, thay vì nhận ra sau khi xem đáp án."
PL-TOA-ARI-L5-010,Phiếu thi,PT,LG-TOA-ARI-L5-010,HD-TOA-ARI,Phiếu thi · Số học & tỉ lệ phần trăm · Cấp 5,Toán,,Số học & tỉ lệ phần trăm,3,5,14,14,70%,90%,288,PL-TOA-ARI-L5-009,Chặng 1 — Phần dễ ăn điểm,4,Chặng 2 — Phần lõi,7,Chặng 3 — Phần phân loại,3,q.sta.2 | q.exp.1 | q.sta.1 | q.alg.4 | q.ari.2 | q.ari.3 | q.alg.2 | q.alg.3 | q.seq.2 | q.geo.2 | q.geo.3 | q.geo.1 | q.coo.1 | q.coo.2,"Bài kiểm tra chốt chuyên đề ở cấp độ này, làm trong điều kiện thời gian như phòng thi. Xử lý câu phân loại mà không mất nhịp.","Đạt 90% trong đúng thời gian quy định, không cần đến phút bù."
