Mã nhiệm vụ,Phiếu luyện,Tiêu đề,Phần thi,Chuyên đề,Giai đoạn,Cấp độ,Dạng,Điểm KN,Lời giao việc,Ràng buộc
NV-0042,PL-TOA-ARI-L4-008,Phiếu kỹ năng & phương pháp: Số học & tỉ lệ phần trăm — cấp 4,Toán,Số học & tỉ lệ phần trăm,2,4,Phiếu kỹ năng & phương pháp,132,"Hoàn thành 12 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-0043,PL-TOA-ARI-L4-009,Phiếu luyện nâng cao: Số học & tỉ lệ phần trăm — cấp 4,Toán,Số học & tỉ lệ phần trăm,2,4,Phiếu luyện nâng cao,168,"Hoàn thành 12 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-0044,PL-TOA-ARI-L4-010,Phiếu ôn thi: Số học & tỉ lệ phần trăm — cấp 4,Toán,Số học & tỉ lệ phần trăm,2,4,Phiếu ôn thi,144,"Hoàn thành 12 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 12 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-0045,PL-TOA-ARI-L4-011,Phiếu lý thuyết: Số học & tỉ lệ phần trăm — cấp 4,Toán,Số học & tỉ lệ phần trăm,2,4,Phiếu lý thuyết,96,"Hoàn thành 12 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 17 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0046,PL-TOA-ARI-L4-012,Phiếu dạng bài & đọc vị: Số học & tỉ lệ phần trăm — cấp 4,Toán,Số học & tỉ lệ phần trăm,2,4,Phiếu dạng bài & đọc vị,120,"Hoàn thành 12 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-0047,PL-TOA-ARI-L4-013,Phiếu thi: Số học & tỉ lệ phần trăm — cấp 4,Toán,Số học & tỉ lệ phần trăm,2,4,Phiếu thi,216,"Hoàn thành 12 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 11 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 9 câu là hoàn thành; đúng từ 11 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 4: Giữ độ chính xác khi thời gian bắt đầu siết lại.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-0048,PL-TOA-ARI-L5-001,Phiếu lý thuyết: Số học & tỉ lệ phần trăm — cấp 5,Toán,Số học & tỉ lệ phần trăm,3,5,Phiếu lý thuyết,128,"Hoàn thành 14 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 21 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 10 câu là hoàn thành; đúng từ 12 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0049,PL-TOA-ARI-L5-002,Phiếu dạng bài & đọc vị: Số học & tỉ lệ phần trăm — cấp 5,Toán,Số học & tỉ lệ phần trăm,3,5,Phiếu dạng bài & đọc vị,160,"Hoàn thành 14 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 19 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 10 câu là hoàn thành; đúng từ 12 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-0050,PL-TOA-ARI-L5-003,Phiếu kỹ năng & phương pháp: Số học & tỉ lệ phần trăm — cấp 5,Toán,Số học & tỉ lệ phần trăm,3,5,Phiếu kỹ năng & phương pháp,176,"Hoàn thành 14 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 16 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 10 câu là hoàn thành; đúng từ 12 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-0051,PL-TOA-ARI-L5-004,Phiếu luyện nâng cao: Số học & tỉ lệ phần trăm — cấp 5,Toán,Số học & tỉ lệ phần trăm,3,5,Phiếu luyện nâng cao,224,"Hoàn thành 14 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 16 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 10 câu là hoàn thành; đúng từ 13 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-0052,PL-TOA-ARI-L5-005,Phiếu ôn thi: Số học & tỉ lệ phần trăm — cấp 5,Toán,Số học & tỉ lệ phần trăm,3,5,Phiếu ôn thi,192,"Hoàn thành 14 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 16 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 10 câu là hoàn thành; đúng từ 12 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-0053,PL-TOA-ARI-L5-006,Phiếu lý thuyết: Số học & tỉ lệ phần trăm — cấp 5,Toán,Số học & tỉ lệ phần trăm,3,5,Phiếu lý thuyết,128,"Hoàn thành 14 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 21 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 10 câu là hoàn thành; đúng từ 12 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0054,PL-TOA-ARI-L5-007,Phiếu dạng bài & đọc vị: Số học & tỉ lệ phần trăm — cấp 5,Toán,Số học & tỉ lệ phần trăm,3,5,Phiếu dạng bài & đọc vị,160,"Hoàn thành 14 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 19 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 10 câu là hoàn thành; đúng từ 12 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-0055,PL-TOA-ARI-L5-008,Phiếu kỹ năng & phương pháp: Số học & tỉ lệ phần trăm — cấp 5,Toán,Số học & tỉ lệ phần trăm,3,5,Phiếu kỹ năng & phương pháp,176,"Hoàn thành 14 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 16 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 10 câu là hoàn thành; đúng từ 12 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-0056,PL-TOA-ARI-L5-009,Phiếu luyện nâng cao: Số học & tỉ lệ phần trăm — cấp 5,Toán,Số học & tỉ lệ phần trăm,3,5,Phiếu luyện nâng cao,224,"Hoàn thành 14 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 16 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 10 câu là hoàn thành; đúng từ 13 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-0057,PL-TOA-ARI-L5-010,Phiếu thi: Số học & tỉ lệ phần trăm — cấp 5,Toán,Số học & tỉ lệ phần trăm,3,5,Phiếu thi,288,"Hoàn thành 14 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 10 câu là hoàn thành; đúng từ 13 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 5: Xử lý câu phân loại mà không mất nhịp.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-0058,PL-TOA-ARI-L6-001,Phiếu lý thuyết: Số học & tỉ lệ phần trăm — cấp 6,Toán,Số học & tỉ lệ phần trăm,3,6,Phiếu lý thuyết,176,"Hoàn thành 15 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 20 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 11 câu là hoàn thành; đúng từ 13 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0059,PL-TOA-ARI-L6-002,Phiếu dạng bài & đọc vị: Số học & tỉ lệ phần trăm — cấp 6,Toán,Số học & tỉ lệ phần trăm,3,6,Phiếu dạng bài & đọc vị,220,"Hoàn thành 15 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 17 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 11 câu là hoàn thành; đúng từ 13 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-0060,PL-TOA-ARI-L6-003,Phiếu kỹ năng & phương pháp: Số học & tỉ lệ phần trăm — cấp 6,Toán,Số học & tỉ lệ phần trăm,3,6,Phiếu kỹ năng & phương pháp,242,"Hoàn thành 15 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 11 câu là hoàn thành; đúng từ 13 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Làm đủ ba chặng trong một lượt. Ghi ra quy trình từng bước ở chặng 1 rồi bám theo đúng quy trình đó.
NV-0061,PL-TOA-ARI-L6-004,Phiếu luyện nâng cao: Số học & tỉ lệ phần trăm — cấp 6,Toán,Số học & tỉ lệ phần trăm,3,6,Phiếu luyện nâng cao,308,"Hoàn thành 15 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 15 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 11 câu là hoàn thành; đúng từ 14 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Đạt từ 85% mới tính là vượt. Mỗi câu sai bắt buộc đọc phần bẫy trong phiếu lời giải.
NV-0062,PL-TOA-ARI-L6-005,Phiếu ôn thi: Số học & tỉ lệ phần trăm — cấp 6,Toán,Số học & tỉ lệ phần trăm,3,6,Phiếu ôn thi,264,"Hoàn thành 15 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 14 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 11 câu là hoàn thành; đúng từ 13 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Không xem lại lý thuyết trong lúc làm. Sai ở đâu thì đó chính là chỗ chưa chắc thật.
NV-0063,PL-TOA-ARI-L6-006,Phiếu lý thuyết: Số học & tỉ lệ phần trăm — cấp 6,Toán,Số học & tỉ lệ phần trăm,3,6,Phiếu lý thuyết,176,"Hoàn thành 15 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 20 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 11 câu là hoàn thành; đúng từ 13 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
NV-0064,PL-TOA-ARI-L6-007,Phiếu dạng bài & đọc vị: Số học & tỉ lệ phần trăm — cấp 6,Toán,Số học & tỉ lệ phần trăm,3,6,Phiếu dạng bài & đọc vị,220,"Hoàn thành 15 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 17 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 11 câu là hoàn thành; đúng từ 13 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.","Với mỗi câu, gọi tên dạng bài trong đầu TRƯỚC khi tính. Nếu không gọi được tên, đó là câu cần đánh dấu."
NV-0065,PL-TOA-ARI-L6-008,Phiếu thi: Số học & tỉ lệ phần trăm — cấp 6,Toán,Số học & tỉ lệ phần trăm,3,6,Phiếu thi,396,"Hoàn thành 15 câu chuyên đề ""Số học & tỉ lệ phần trăm"" trong khoảng 13 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 11 câu là hoàn thành; đúng từ 14 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 6: Tốc độ và độ chính xác của nhóm dẫn đầu phổ điểm.",Phải đạt từ 90% để mở khóa cấp độ tiếp theo của tuyến này. Không tạm dừng giữa chừng.
NV-0066,PL-TOA-ALG-L1-001,"Phiếu lý thuyết: Hàm số, phương trình & bất phương trình — cấp 1",Toán,"Hàm số, phương trình & bất phương trình",1,1,Phiếu lý thuyết,32,"Hoàn thành 8 câu chuyên đề ""Hàm số, phương trình & bất phương trình"" trong khoảng 10 phút, lần lượt qua 3 chặng: khởi động → rèn luyện → bứt tốc. Đúng từ 6 câu là hoàn thành; đúng từ 7 câu được tính là thành thạo và cộng điểm lên cấp. Tinh thần cấp 1: Nhận diện dạng bài và nhớ lại công thức nền.",Không giới hạn thời gian. Sai câu nào thì đọc ngay phần lý thuyết của câu đó trước khi đi tiếp.
